연번,품명,HS부호,품명번호,표준품명_한글,표준품명_영문,규격번호,규격순번,필수규격_한글,필수규격_영문,규격값,세부분류내용,비고,시작일자,만료일자,용도구분
720,프로파일(profile) 연삭기,8460294000,1,프로파일(profile) 연삭기,Profile grinders,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
721,기타,8460299000,1,기타,Other,1,1,,,1, 축 고정정밀도가 0.01밀리미터 이내인 것,,2017-02-24,2023-12-31,FTA세율
722,목재 가공용,8465201000,1,목재 가공용,For working wood,1,1,,,1, 평삭기ㆍ밀링머신(milling machine)ㆍ몰딩머신(moulding machine)(절단 방식으로 한정한다),,2017-02-24,2023-12-31,FTA세율
723,기타,8465209000,1,기타,Other,1,1,,,1, 톱 기계,,2017-02-24,2023-12-31,FTA세율
724,자기식 독취기,8471900000,1,자기식 독취기,Magnetic readers,,,,,,,,2014-12-02,2023-12-31,기타세번
725,천공기,8472909000,1,천공기,Punching machines,,,,,,,,2013-09-23,2023-12-31,기타세번
726,기타,8479790000,1,기타,Other,1,1,체형,shape,1, 선박용 또는 어업용 기기의 것,,2022-01-02,2023-12-31,FTA세율
727,반죽기,8479829000,1,반죽기,Kneading machines,,,,,,,,2013-09-23,2023-12-31,기타세번
728,기타,8479899099,1,기타,Other,1,1,,,1, 자동 마그네틱 테이프 제조기,,2017-02-24,2023-12-31,FTA세율
729,제8479.7호의 것,8479904000,1,제8479.7호의 것,Of subheading 8479.7,1,1,체형,shape,1, 선박용 또는 어업용기기의 것,,2022-01-02,2023-12-31,FTA세율
730,부분품,8481900000,1,부분품,Parts,1,1,,,1, 액튜에이터(전동기 방식의 valve actuator는 제외한다),,2017-02-24,2023-12-31,FTA세율
731,기타,8486402099,1,기타,Other,1,1,품종,type,1,"- 기타의 성형기(압출기, 취입성형기 및 공기를 넣은 타이어 성형기 또는 기타의 이너튜브 성형기를 제외한",,2022-01-02,2023-12-31,FTA세율
732,출력이 75킬로볼트암페어를 초과하고 375킬로볼트암페어 이하인 것,8502312000,1,출력이 75킬로볼트암페어를 초과하고 375킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 375 kVA,1,1,,,1, 출력이 75킬로볼트암페어를 초과하고 375킬로볼트암페어 이하인 것,,2017-02-24,2023-12-31,FTA세율
733,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504401010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
734,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504402011,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
735,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504402091,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
736,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504403010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
737,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504404010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
738,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504405010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
739,기타,8504409019,1,기타,Other,1,1,,,1, 제8471호의 것 또는 파워서플라이 유닛,,2017-02-24,2023-12-31,FTA세율
740,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504501010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
741,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504502010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
742,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것",8504509010,1,"자동자료처리기계와 그 단위기기의 것, 전기통신용 기기의 것","For automatic data processing machines and units thereof, and telecommunication apparatus",1,1,,,1, 제8471호 또는 전기통신용 기기의 것,,2017-02-24,2023-12-31,FTA세율
743,"감자 또는 기타 채소용의 탈피기, 치퍼 및 절단기",8509809000,1,"감자 또는 기타 채소용의 탈피기, 치퍼 및 절단기","Peelers, chippers, cutters, etc., for potatoes or other vegetables.",,,,,,,,2013-09-23,2023-12-31,기타세번
744,음향신호용 기구,8512300000,1,음향신호용 기구,Sound signalling equipment,1,1,,,1, 미조립된 음향신호용 기구를 제외한 것,,2017-02-24,2023-12-31,FTA세율
745,유도식금속용접기기,8515809000,1,유도식금속용접기기,Machines and apparatus for induction welding of metals,,,,,,,,2013-09-23,2023-12-31,기타세번
746,전기식 난방기(팬 가열기 및 방사가열기),8516290000,1,전기식 난방기(팬 가열기 및 방사가열기),Electric fires (fan heaters and radiant heaters),,,,,,,,2013-09-23,2023-12-31,기타세번
747,마그네틱 스트라이프 갖춘 카드(기록여부 상관없음),8523210000,1,마그네틱 스트라이프 갖춘 카드(기록여부 상관없음),"Cards incorporating a magnetic stripe, whether or not recording",1,1,체형,shape,1, 기록이 안된 것,,2022-01-02,2023-12-31,FTA세율
748,기타와 그 부분품,8523529000,1,기타와 그 부분품,Other and parts thereof,1,1,체형,shape,1, 기타,,2022-01-02,2023-12-31,FTA세율
749,PDP(플라즈마 디스플레이 패널) 모니터,8528529000,1,PDP(플라즈마 디스플레이 패널) 모니터,Plasma monitors,,,,,,,,2017-02-03,2023-12-31,기타세번
750,기타,8528690000,1,기타,Other,1,1,품종,type,1, 영상프로젝터,,2022-01-02,2023-12-31,FTA세율
751,쌍방향 커뮤니케이션 기능을 갖춘것,8528712020,1,쌍방향 커뮤니케이션 기능을 갖춘것,With a bilateral-communication function,1,1,,,1, 수직해상도 720선 이상의 방송을 수신할 수 있는 것,,2017-02-24,2023-12-31,FTA세율
752,기타,8528712090,1,기타,Other,1,1,,,1, 수직해상도 720선 이상의 방송을 수신할 수 있는 것,,2017-02-24,2023-12-31,FTA세율
753,기타,8528719000,1,기타,Other,1,1,,,1, 천연색,,2017-02-24,2023-12-31,FTA세율
754,가스 방전관,8539399000,1,가스 방전관,Gas discharge tubes,,,,,,,,2013-09-23,2023-12-31,기타세번
755,연소시키지 않고 흡입하도록 만들어진 물품(제2404호의 것으로 한정한다)을 포함한 것,8543401000,1,전자담배 기기(니코틴 함유량 1% 미만),ELECTRONIC CIGARETTES OF CONTAINING SOLUTIONS WITH NICOTINE(NICOTINE LESS THAN 1%),1,1,제조방법,manufacturing method,3,합성(배터리내장형),,2022-01-01,2099-12-31,기타세번
756,간선분배기,8543709090,1,간선분배기,Splitter,,,,,,,,2014-12-02,2023-12-31,기타세번
757,기타,8544422090,1,기타,Other,1,1,체형,shape,1,- 전압이 80볼트 이하인 것,,2022-01-02,2023-12-31,FTA세율
758,기타,8544429090,1,기타,Other,1,1,,,1, 전압이 80볼트 이하인 것,,2017-02-24,2023-12-31,FTA세율
759,기타,8544491090,1,기타,Other,1,1,체형,shape,1,- 전압이 80볼트 이하인 것,,2022-01-02,2023-12-31,FTA세율
760,기타,8544492090,1,기타,Other,1,1,체형,shape,1,- 전압이 80볼트 이하인 것,,2022-01-02,2023-12-31,FTA세율
761,"전압이 80볼트 초과하고 1,000볼트 이하인 것",8544499012,1,"전압이 80볼트 초과하고 1,000볼트 이하인 것","For a voltage exceeding 80 V but not exceeding 1,000 V",1,1,품종,type,1, 고무 절연 전선,,2022-01-02,2023-12-31,FTA세율
762,기타,8544499090,1,기타,Other,1,1,체형,shape,1,- 전압이 80볼트 이하인 것,,2022-01-02,2023-12-31,FTA세율
763,도자제의 것,8546200000,1,도자제의 것,Of ceramics,1,1,,,1," 정격전압이 1,000볼트 초과하고 10킬로볼트 이하인 것",,2017-02-24,2023-12-31,FTA세율
764,신차,8702101010,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다),,2017-02-24,2023-12-31,FTA세율
765,중고차,8702101020,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다),,2017-02-24,2023-12-31,FTA세율
766,신차,8702102010,1,신차,New,1,1,,,1, 30인 미만인 것,,2017-02-24,2023-12-31,FTA세율
767,중고차,8702102020,1,중고차,Used,1,1,,,1, 30인 미만인 것,,2017-02-24,2023-12-31,FTA세율
768,신차,8702103010,1,신차,New,1,1,,,1, 공항에서 사용되도록 특별히 설계제작된 모터버스[완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다)],,2017-02-24,2023-12-31,FTA세율
769,중고차,8702103020,1,중고차,Used,1,1,,,1, 공항에서 사용되도록 특별히 설계제작된 모터버스[완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다)],,2017-02-24,2023-12-31,FTA세율
770,신차,8702201000,1,신차,New,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
771,중고차,8702202000,1,중고차,Used,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
772,전동스쿠터,8703109000,1,전동스쿠터,Electric scooter,,,,,,,,2013-09-23,2023-12-31,기타세번
773,불꽃점화방식승용자동차(1000cc이하)신차,8703217000,1,"불꽃점화식(1000cc이하)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
774,불꽃점화방식승용자동차(1000cc이하)중고차,8703218000,1,"불꽃점화식(1000cc이하)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
775,불꽃점화방식승용자동차(1000cc초과1500cc이하)신차,8703227000,1,"불꽃점화식(1000초과1500cc이하)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
776,불꽃점화방식승용자동차(1000cc초과1500cc이하)중고차,8703228000,1,"불꽃점화식(1000초과1500cc이하)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
777,불꽃점화방식승용자동차(1500cc초과2000cc이하)신차,8703231010,1,"불꽃점화식(1500초과2000cc이하)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
778,불꽃점화방식승용자동차(1500cc초과2000cc이하)중고차,8703231020,1,"불꽃점화식(1500초과2000cc이하)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
779,불꽃점화방식승용자동차(2000cc초과3000cc이하)신차,8703239010,1,"불꽃점화식(2000초과3000cc이하)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
780,불꽃점화방식승용자동차(2000cc초과3000cc이하)중고차,8703239020,1,"불꽃점화식(2000초과3000cc이하)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
781,불꽃점화방식승용자동차(3000cc초과4000cc이하)신차,8703241010,1,"불꽃점화식(3000초과4000cc이하)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
782,불꽃점화방식승용자동차(3000cc초과4000cc이하)중고차,8703241020,1,"불꽃점화식(3000초과4000cc이하)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
783,불꽃점화방식승용자동차(4000cc초과)신차,8703249010,1,"불꽃점화식(4000cc초과)신차,세단","sedan, with spark-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
784,불꽃점화방식승용자동차(4000cc초과)중고차,8703249020,1,"불꽃점화식(4000cc초과)중고차,세단","sedan, with spark-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
785,압축점화방식디젤승용자동차(1500cc이하)신차,8703317000,1,"압축점화식디젤(1500cc이하)신차,세단","sedan, with compression-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
786,압축점화방식디젤승용자동차(1500cc이하)중고차,8703318000,1,"압축점화식디젤(1500cc이하)중고차,세단","sedan, with compression-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
787,압축점화방식디젤승용자동차(1500cc초과2000cc이하)신,8703321010,1,"압축점화식디젤(1500초과2000cc이하)신차,세단","sedan, with compression-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
788,압축점화방식디젤승용자동차(1500cc초과2000cc이하)중,8703321020,1,"압축점화식디젤(1500초과2000cc이하)중고차,세단","sedan, with compression-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
789,압축점화방식디젤승용자동차(2000cc초과2500cc이하)신,8703329010,1,"압축점화식디젤(2000초과2500cc이하)신차,세단","sedan, with compression-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
790,압축점화방식디젤승용자동차(2000cc초과2500cc이하)중,8703329020,1,"압축점화식디젤(2000초과2500cc이하)중고차,세단","sedan, with compression-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
791,압축점화방식디젤승용자동차(2500cc초과)신차,8703337000,1,"압축점화식디젤(2500cc초과)신차,세단","sedan, with compression-ignition engine",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
792,압축점화방식디젤승용자동차(2500cc초과)중고차,8703338000,1,"압축점화식디젤(2500cc초과)중고차,세단","sedan, with compression-ignition engine, used",1,1,제조사,maker,1,Aston Martin,,2008-09-22,2023-12-31,
793,신차,8703401000,1,신차 (아세안 적용배제),New,1,1,,,1, 주 동력원이 불꽃점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
794,중고차,8703402000,1,중고차 (아세안 적용배제),Used,1,1,,,1, 주 동력원이 불꽃점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
795,신차,8703501000,1,신차 (아세안 적용배제),New,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
796,중고차,8703502000,1,중고차 (아세안 적용배제),Used,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
797,신차,8703601000,1,신차 (아세안 적용배제),New,1,1,,,1, 주 동력원이 불꽃점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
798,중고차,8703602000,1,중고차 (아세안 적용배제),Used,1,1,,,1, 주 동력원이 불꽃점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
799,신차,8703701000,1,신차 (아세안 적용배제),New,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
800,중고차,8703702000,1,중고차 (아세안 적용배제),Used,1,1,,,1, 주 동력원이 압축점화식 왕복 피스톤 내연기관인 것,,2017-02-24,2023-12-31,FTA세율
801,신차,8703801000,1,신차,New,1,1,,,1," 8인 이하(운전자를 포함한다)를 수송할 수 있는 차량(구급차, 홈카, 영구차, 죄수 호송차 및 승용자동차는 제외한다)",,2017-02-24,2023-12-31,FTA세율
802,중고차,8703802000,1,중고차,Used,1,1,,,1," 8인 이하(운전자를 포함한다)를 수송할 수 있는 차량(구급차, 홈카, 영구차, 죄수 호송차 및 승용자동차는 제외한다)",,2017-02-24,2023-12-31,FTA세율
803,기타,8703900000,1,기타,Other,1,1,,,1," 8인 이하(운전자를 포함한다)를 수송할 수 있는 승용자동차[스테이션 왜건, 스포츠카, 경주용 자동차를? 포함하고 구급차, 홈카, 영구차 및 죄수 호송차를 제외하며, 실린더용량이 3,000시시 미만이고 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것에 한정한다]",,2017-02-24,2023-12-31,FTA세율
804,신차,8704211010,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
805,중고차,8704211020,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
806,냉동차ㆍ냉장차,8704219010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
807,탱크차,8704219020,1,탱크차,Tank lorries,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
808,기타,8704219090,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
809,신차,8704221011,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
810,중고차,8704221012,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
811,신차,8704221091,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
812,중고차,8704221092,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
813,냉동차ㆍ냉장차,8704229010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
814,탱크차,8704229020,1,탱크차,Tank lorries,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
815,기타,8704229090,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
816,신차,8704231010,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
817,중고차,8704231020,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
818,냉동차ㆍ냉장차,8704239010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
819,탱크차,8704239020,1,탱크차,Tank lorries,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
820,기타,8704239090,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 24톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
821,신차,8704311010,1,신차,New,1,1,,,1," 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(실린더용량이 356시시 이하이며, 적재중량이 350킬로그램 이하인 3륜 경트럭은 제외한다)",,2017-02-24,2023-12-31,FTA세율
822,중고차,8704311020,1,중고차,Used,1,1,,,1," 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(실린더용량이 356시시 이하이며, 적재중량이 350킬로그램 이하인 3륜 경트럭은 제외한다)",,2017-02-24,2023-12-31,FTA세율
823,냉동차ㆍ냉장차,8704319010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1," 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(실린더용량이 356시시 이하이며, 적재중량이 350킬로그램 이하인 3륜 경트럭은 제외한다)",,2017-02-24,2023-12-31,FTA세율
824,탱크차,8704319020,1,탱크차,Tank lorries,1,1,,,1," 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(실린더용량이 356시시 이하이며, 적재중량이 350킬로그램 이하인 3륜 경트럭은 제외한다)",,2017-02-24,2023-12-31,FTA세율
825,기타,8704319090,1,기타,Other,1,1,,,1," 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(실린더용량이 356시시 이하이며, 적재중량이 350킬로그램 이하인 3륜 경트럭은 제외한다)",,2017-02-24,2023-12-31,FTA세율
826,신차,8704321010,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 10톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
827,중고차,8704321020,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 10톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
828,냉동차ㆍ냉장차,8704329010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 10톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
829,탱크차,8704329020,1,탱크차,Tank lorries,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 10톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
830,기타,8704329090,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 10톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
831,신차,8704901010,1,신차,New,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 5톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
832,중고차,8704901020,1,중고차,Used,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 5톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
833,냉동차ㆍ냉장차,8704909010,1,냉동차ㆍ냉장차,Freezer and refrigerator vehicles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 5톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
834,탱크차,8704909020,1,탱크차,Tank lorries,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 5톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
835,기타,8704909090,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것(총중량이 5톤을 초과하는 것은 제외한다) ,,2017-02-24,2023-12-31,FTA세율
836,제8701호의 것,8706001000,1,제8701호의 것,For the motor Vehicles falling within heading 87.01,1,1,,,1, 소호 제8701.20호의 것 및 소호 제8701.91호부터 제8701.95호의 트레일러 견인용의 도로주행식 트랙터의 것,,2017-02-24,2023-12-31,FTA세율
837,완충기와 그 부분품,8708100000,1,완충기와 그 부분품,Bumpers and parts thereof,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
838,기타,8708290000,1,기타,Other,1,1,,,1," 제8701호의 것을 제외한 것(다만, 안전벨트의 부분품은 포함한다)? ",,2017-02-24,2023-12-31,FTA세율
839,브레이크 부스터,8708302000,1,브레이크 부스터,Brake booster,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
840,전자 제어식 제동장치,8708303000,1,전자 제어식 제동장치,Electronic control brakes,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
841,기타,8708309000,1,기타,Other,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
842,기어박스와 그 부분품,8708400000,1,기어박스와 그 부분품,Gear boxes and parts thereof,1,1,,,1, 완전히 조립되지 아니한 것(제8701호의 것과 기어박스의 부분품은 제외한다),,2017-02-24,2023-12-31,FTA세율
843,차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지에 상관없다)과 그 부분품,8708501000,1,차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지에 상관없다)과 그 부분품,"Drive-axles with differential, whether or not provided with other transmission components and parts thereof",1,1,,,1, 차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,,2017-02-24,2023-12-31,FTA세율
844,비구동 차축과 그 부분품,8708502000,1,비구동 차축과 그 부분품,Non-driving axles and parts thereof,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
845,로드 휠(road wheel)과 그 부분품ㆍ부속품,8708700000,2,로드 휠(road wheel),Road wheels,1,1,,,1,제8701호의 것을 제외한 것,,2022-08-03,2023-12-31,기타세번
846,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],8708800000,1,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],Suspension systems and parts thereof (including shock-absorbers),1,1,,,1, 서스펜션 쇼크업소버(제8701호의 것은 제외한다),,2017-02-24,2023-12-31,FTA세율
847,방열기와 그 부분품,8708910000,1,방열기와 그 부분품,Radiators and parts thereof,1,1,,,1, 방열기(제8701호의 것은 제외한다),,2017-02-24,2023-12-31,FTA세율
848,"소음기(머플러), 배기관, 그 부분품",8708920000,1,"소음기(머플러), 배기관, 그 부분품",Silencers (mufflers) and exhaust pipes; parts thereof,1,1,,,1, 소음기(머플러)와 배기관(제8701호의 것은 제외한다),,2017-02-24,2023-12-31,FTA세율
849,클러치와 그 부분품,8708930000,1,클러치와 그 부분품,Clutches and parts thereof,1,1,,,1, 제8701호의 것을 제외한 것,,2017-02-24,2023-12-31,FTA세율
850,운전대ㆍ스티어링칼럼ㆍ운전박스와 그 부분품,8708940000,1,운전대ㆍ스티어링칼럼ㆍ운전박스와 그 부분품,"Steering wheels, steering columns and steering boxes; parts thereof",1,1,품종,type,1,- 운전대·스티어링칼럼(steering column)·운전박스,,2022-01-02,2023-12-31,FTA세율
851,모터사이클,8711101000,1,모터사이클,Motor cycles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
852,기타,8711109000,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
